"ensembl_id","ensembl_gene_id","gene_name","gene_biotype","entrezid","description"
"ENSDARG00000115651","ENSDARG00000115651","LO017917.1","protein_coding",NA,"NULL"
"ENSDARG00000115655","ENSDARG00000115655","CR759907.2","protein_coding",NA,"NULL"
"ENSDARG00000115657","ENSDARG00000115657","prkca","protein_coding",497384,"protein kinase C, alpha [Source:ZFIN;Acc:ZDB-GENE-050208-100]"
"ENSDARG00000115661","ENSDARG00000115661","SAMD12","protein_coding",NA,"sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]"
"ENSDARG00000115670","ENSDARG00000115670","pimr89","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 89 [Source:ZFIN;Acc:ZDB-GENE-060503-676]"
"ENSDARG00000115683","ENSDARG00000115683","si:dkey-27d5.4","protein_coding",100005062,"si:dkey-27d5.4 [Source:ZFIN;Acc:ZDB-GENE-141216-31]"
"ENSDARG00000115685","ENSDARG00000115685","pimr18","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 18 [Source:ZFIN;Acc:ZDB-GENE-131125-87]"
"ENSDARG00000115690","ENSDARG00000115690","zgc:101806","protein_coding",450029,"zgc:101806 [Source:ZFIN;Acc:ZDB-GENE-041010-148]"
"ENSDARG00000115701","ENSDARG00000115701","crygm2d9","protein_coding",799807,"crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]"
"ENSDARG00000115706","ENSDARG00000115706","pimr76","protein_coding",100006730,"Pim proto-oncogene, serine/threonine kinase, related 76 [Source:ZFIN;Acc:ZDB-GENE-060503-495]"
"ENSDARG00000115712","ENSDARG00000115712","twf1a","protein_coding",325677,"twinfilin actin-binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4402]"
"ENSDARG00000115717","ENSDARG00000115717","pigbos1","protein_coding",100534660,"PIGB opposite strand 1 [Source:NCBI gene;Acc:100534660]"
"ENSDARG00000115718","ENSDARG00000115718","FO904836.1","protein_coding",NA,"NULL"
"ENSDARG00000115724","ENSDARG00000115724","pimr84","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 84 [Source:ZFIN;Acc:ZDB-GENE-071003-2]"
"ENSDARG00000115729","ENSDARG00000115729","CT033803.2","protein_coding",NA,"NULL"
"ENSDARG00000115732","ENSDARG00000115732","CT583625.6","protein_coding",110437711,"transmembrane and immunoglobulin domain-containing protein 1-like [Source:NCBI gene;Acc:110437711]"
"ENSDARG00000115737","ENSDARG00000115737","AL954741.2","protein_coding",NA,"NULL"
"ENSDARG00000115741","ENSDARG00000115741","LO017974.1","protein_coding",NA,"NULL"
"ENSDARG00000115756","ENSDARG00000115756","zgc:77614","protein_coding",100535522,"zgc:77614 [Source:ZFIN;Acc:ZDB-GENE-040426-1844]"
"ENSDARG00000115760","ENSDARG00000115760","si:dkey-30g5.1","protein_coding",NA,"si:dkey-30g5.1 [Source:ZFIN;Acc:ZDB-GENE-091116-100]"
"ENSDARG00000115762","ENSDARG00000115762","AL929536.5","protein_coding",NA,"NULL"
"ENSDARG00000115763","ENSDARG00000115763","si:dkey-47k20.5","protein_coding",792989,"si:dkey-47k20.5 [Source:ZFIN;Acc:ZDB-GENE-060503-77]"
"ENSDARG00000115766","ENSDARG00000115766","si:ch73-36p18.1","protein_coding",100334868,"si:ch73-36p18.1 [Source:ZFIN;Acc:ZDB-GENE-131121-2]"
"ENSDARG00000115778","ENSDARG00000115778","chrnb2a","protein_coding",100003503,"cholinergic receptor, nicotinic, beta 2a [Source:ZFIN;Acc:ZDB-GENE-090312-169]"
"ENSDARG00000115781","ENSDARG00000115781","CR339041.3","protein_coding",NA,"NULL"
"ENSDARG00000115799","ENSDARG00000115799","hist1h4l","protein_coding",c(103908680, 100331412, 100150038, 100126027, 794549),"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]"
"ENSDARG00000115805","ENSDARG00000115805","GGT7","protein_coding",101882295,"gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]"
"ENSDARG00000115806","ENSDARG00000115806","CABZ01043506.1","protein_coding",NA,"NULL"
"ENSDARG00000115817","ENSDARG00000115817","si:dkey-46g23.2","protein_coding",793100,"si:dkey-46g23.2 [Source:ZFIN;Acc:ZDB-GENE-070705-476]"
"ENSDARG00000115818","ENSDARG00000115818","znf1099","protein_coding",NA,"zinc finger protein 1099 [Source:ZFIN;Acc:ZDB-GENE-060503-829]"
"ENSDARG00000115819","ENSDARG00000115819","CT583728.23","protein_coding",NA,"NULL"
"ENSDARG00000115832","ENSDARG00000115832","LO018490.1","protein_coding",568800,"RAB31, member RAS oncogene family [Source:NCBI gene;Acc:568800]"
"ENSDARG00000115843","ENSDARG00000115843","si:rp71-1k13.6","protein_coding",NA,"si:rp71-1k13.6 [Source:ZFIN;Acc:ZDB-GENE-090312-52]"
"ENSDARG00000115856","ENSDARG00000115856","BX276105.1","protein_coding",NA,"NULL"
"ENSDARG00000115857","ENSDARG00000115857","znf1001","protein_coding",100538208,"zinc finger protein 1001 [Source:ZFIN;Acc:ZDB-GENE-080213-7]"
"ENSDARG00000115862","ENSDARG00000115862","vapal","protein_coding",436819,"VAMP (vesicle-associated membrane protein)-associated protein A, like [Source:ZFIN;Acc:ZDB-GENE-040718-281]"
"ENSDARG00000115868","ENSDARG00000115868","sp5l","protein_coding",324261,"Sp5 transcription factor-like [Source:ZFIN;Acc:ZDB-GENE-030131-2981]"
"ENSDARG00000115869","ENSDARG00000115869","ATP9A","protein_coding",101886226,"ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
"ENSDARG00000115870","ENSDARG00000115870","CABZ01117706.1","protein_coding",NA,"NULL"
"ENSDARG00000115875","ENSDARG00000115875","si:ch211-113a14.19","protein_coding",c(100334934, 100148591),"si:ch211-113a14.19 [Source:ZFIN;Acc:ZDB-GENE-121214-198]"
"ENSDARG00000115884","ENSDARG00000115884","pimr205","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 205 [Source:ZFIN;Acc:ZDB-GENE-120215-5]"
"ENSDARG00000115887","ENSDARG00000115887","CABZ01021532.1","protein_coding",108179086,"uncharacterized LOC108179086 [Source:NCBI gene;Acc:108179086]"
"ENSDARG00000115890","ENSDARG00000115890","si:dkey-1b17.9","protein_coding",100329489,"si:dkey-1b17.9 [Source:ZFIN;Acc:ZDB-GENE-050208-546]"
"ENSDARG00000115891","ENSDARG00000115891","CR533578.1","protein_coding",NA,"NULL"
"ENSDARG00000115894","ENSDARG00000115894","zgc:194906","protein_coding",NA,"zgc:194906 [Source:ZFIN;Acc:ZDB-GENE-080722-43]"
"ENSDARG00000115897","ENSDARG00000115897","pimr165","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 165 [Source:ZFIN;Acc:ZDB-GENE-120214-14]"
"ENSDARG00000115902","ENSDARG00000115902","lnpa","protein_coding",326761,"limb and neural patterns a [Source:ZFIN;Acc:ZDB-GENE-030131-4960]"
"ENSDARG00000115903","ENSDARG00000115903","KIRREL3","protein_coding",NA,"kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]"
"ENSDARG00000115906","ENSDARG00000115906","FP016005.2","protein_coding",NA,"NULL"
"ENSDARG00000115923","ENSDARG00000115923","tlr20.1","protein_coding",NA,"toll-like receptor 20, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-070912-419]"
"ENSDARG00000115925","ENSDARG00000115925","htr2b","protein_coding",751784,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled [Source:ZFIN;Acc:ZDB-GENE-081022-57]"
"ENSDARG00000115938","ENSDARG00000115938","zgc:171759","protein_coding",NA,"zgc:171759 [Source:ZFIN;Acc:ZDB-GENE-071004-32]"
"ENSDARG00000115939","ENSDARG00000115939","FO681393.2","protein_coding",110437764,"vimentin-type intermediate filament-associated coiled-coil protein-like [Source:NCBI gene;Acc:110437764]"
"ENSDARG00000115940","ENSDARG00000115940","galnt8a.1","protein_coding",568645,"polypeptide N-acetylgalactosaminyltransferase 8a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-091015-4]"
"ENSDARG00000115941","ENSDARG00000115941","LO018551.1","protein_coding",110437776,"GTPase IMAP family member 7-like [Source:NCBI gene;Acc:110437776]"
"ENSDARG00000115956","ENSDARG00000115956","CABZ01044281.1","protein_coding",NA,"NULL"
"ENSDARG00000115962","ENSDARG00000115962","LO017799.1","protein_coding",110439798,"transcription factor Adf-1-like [Source:NCBI gene;Acc:110439798]"
"ENSDARG00000115971","ENSDARG00000115971","CU856344.2","protein_coding",NA,"NULL"
"ENSDARG00000115978","ENSDARG00000115978","AL935186.9","protein_coding",NA,"NULL"
"ENSDARG00000115987","ENSDARG00000115987","srp14","protein_coding",619260,"signal recognition particle 14 [Source:ZFIN;Acc:ZDB-GENE-050913-131]"
"ENSDARG00000115988","ENSDARG00000115988","AL935186.10","protein_coding",NA,"NULL"
"ENSDARG00000115992","ENSDARG00000115992","CR382385.2","protein_coding",NA,"NULL"
"ENSDARG00000116002","ENSDARG00000116002","si:dkey-23f9.6","protein_coding",NA,"si:dkey-23f9.6 [Source:ZFIN;Acc:ZDB-GENE-141216-98]"
"ENSDARG00000116003","ENSDARG00000116003","BX649295.2","protein_coding",NA,"NULL"
"ENSDARG00000116005","ENSDARG00000116005","zgc:171446","protein_coding",100136837,"zgc:171446 [Source:ZFIN;Acc:ZDB-GENE-080205-1]"
"ENSDARG00000116007","ENSDARG00000116007","CABZ01016118.1","protein_coding",NA,"NULL"
"ENSDARG00000116021","ENSDARG00000116021","pimr78","protein_coding",103909231,"Pim proto-oncogene, serine/threonine kinase, related 78 [Source:ZFIN;Acc:ZDB-GENE-060503-212]"
"ENSDARG00000116023","ENSDARG00000116023","CR318589.2","protein_coding",NA,"NULL"
"ENSDARG00000116039","ENSDARG00000116039","CR456635.1","protein_coding",100332609,"phenylethanolamine N-methyltransferase [Source:NCBI gene;Acc:100332609]"
"ENSDARG00000116042","ENSDARG00000116042","chst3b","protein_coding",556800,"carbohydrate (chondroitin 6) sulfotransferase 3b [Source:ZFIN;Acc:ZDB-GENE-080204-33]"
"ENSDARG00000116047","ENSDARG00000116047","CU459094.3","protein_coding",NA,"NULL"
"ENSDARG00000116052","ENSDARG00000116052","il4r.1","protein_coding",563674,"interleukin 4 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050227-5]"
"ENSDARG00000116053","ENSDARG00000116053","pimr58","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 58 [Source:ZFIN;Acc:ZDB-GENE-060526-96]"
"ENSDARG00000116058","ENSDARG00000116058","rhoac","protein_coding",406659,"ras homolog gene family, member Ac [Source:ZFIN;Acc:ZDB-GENE-040426-2665]"
"ENSDARG00000116059","ENSDARG00000116059","CT998556.1","protein_coding",NA,"NULL"
"ENSDARG00000116062","ENSDARG00000116062","ADAM12","protein_coding",101884222,"ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]"
"ENSDARG00000116065","ENSDARG00000116065","CR848040.3","protein_coding",NA,"NULL"
"ENSDARG00000116066","ENSDARG00000116066","CABZ01084501.3","protein_coding",100334800,"microfibril-associated glycoprotein 4-like [Source:NCBI gene;Acc:100334800]"
"ENSDARG00000116068","ENSDARG00000116068","CU539054.1","protein_coding",NA,"NULL"
"ENSDARG00000116076","ENSDARG00000116076","FO704772.2","protein_coding",NA,"NULL"
"ENSDARG00000116086","ENSDARG00000116086","si:dkey-193i10.4","protein_coding",101884563,"si:dkey-193i10.4 [Source:ZFIN;Acc:ZDB-GENE-070705-343]"
"ENSDARG00000116090","ENSDARG00000116090","pimr17","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 17 [Source:ZFIN;Acc:ZDB-GENE-131125-89]"
"ENSDARG00000116094","ENSDARG00000116094","CR932364.1","protein_coding",NA,"NULL"
"ENSDARG00000116095","ENSDARG00000116095","pimr87","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 87 [Source:ZFIN;Acc:ZDB-GENE-060503-582]"
"ENSDARG00000116101","ENSDARG00000116101","CABZ01100304.1","protein_coding",NA,"NULL"
"ENSDARG00000116117","ENSDARG00000116117","si:dkey-40n15.1","protein_coding",NA,"si:dkey-40n15.1 [Source:ZFIN;Acc:ZDB-GENE-110914-64]"
"ENSDARG00000116118","ENSDARG00000116118","msx1a","protein_coding",30527,"muscle segment homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-312]"
"ENSDARG00000116119","ENSDARG00000116119","CABZ01097761.1","protein_coding",100537679,"dual specificity protein phosphatase 13-like [Source:NCBI gene;Acc:100537679]"
"ENSDARG00000116122","ENSDARG00000116122","CABZ01067150.1","protein_coding",NA,"NULL"
"ENSDARG00000116123","ENSDARG00000116123","CR626884.4","protein_coding",NA,"NULL"
"ENSDARG00000116127","ENSDARG00000116127","BX664625.5","protein_coding",NA,"NULL"
"ENSDARG00000116139","ENSDARG00000116139","cdx1b","protein_coding",100004956,"caudal type homeobox 1 b [Source:ZFIN;Acc:ZDB-GENE-070615-29]"
"ENSDARG00000116145","ENSDARG00000116145","CU137645.1","protein_coding",NA,"NULL"
"ENSDARG00000116146","ENSDARG00000116146","CU633479.6","protein_coding",NA,"NULL"
"ENSDARG00000116148","ENSDARG00000116148","BX005407.1","protein_coding",NA,"NULL"
"ENSDARG00000116177","ENSDARG00000116177","znf1127","protein_coding",NA,"zinc finger protein 1127 [Source:ZFIN;Acc:ZDB-GENE-110914-37]"
"ENSDARG00000116179","ENSDARG00000116179","CT583728.24","protein_coding",NA,"NULL"
"ENSDARG00000116181","ENSDARG00000116181","znf1119","protein_coding",103910469,"zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]"
"ENSDARG00000116187","ENSDARG00000116187","BX005305.5","protein_coding",100005129,"legumain-like [Source:NCBI gene;Acc:100005129]"
"ENSDARG00000116193","ENSDARG00000116193","LO018315.6","protein_coding",100334068,"uncharacterized LOC100334068 [Source:NCBI gene;Acc:100334068]"
"ENSDARG00000116197","ENSDARG00000116197","si:dkeyp-4c4.2","protein_coding",108183680,"si:dkeyp-4c4.2 [Source:ZFIN;Acc:ZDB-GENE-130530-1]"
"ENSDARG00000116199","ENSDARG00000116199","BX005372.1","protein_coding",NA,"NULL"
"ENSDARG00000116207","ENSDARG00000116207","si:dkey-19a16.11","protein_coding",NA,"si:dkey-19a16.11 [Source:ZFIN;Acc:ZDB-GENE-091204-409]"
"ENSDARG00000116210","ENSDARG00000116210","CABZ01102038.1","protein_coding",100333627,"growth arrest-specific 7b [Source:NCBI gene;Acc:100333627]"
"ENSDARG00000116211","ENSDARG00000116211","si:dkey-5i16.5","protein_coding",NA,"si:dkey-5i16.5 [Source:ZFIN;Acc:ZDB-GENE-131120-160]"
"ENSDARG00000116216","ENSDARG00000116216","znf1046","protein_coding",108183691,"zinc finger protein 1046 [Source:ZFIN;Acc:ZDB-GENE-030131-2092]"
"ENSDARG00000116221","ENSDARG00000116221","LO018205.2","protein_coding",NA,"NULL"
"ENSDARG00000116236","ENSDARG00000116236","BX323448.1","protein_coding",NA,"NULL"
"ENSDARG00000116246","ENSDARG00000116246","ccs","protein_coding",110439923,"copper chaperone for superoxide dismutase [Source:ZFIN;Acc:ZDB-GENE-050417-322]"
"ENSDARG00000116254","ENSDARG00000116254","pimr104","protein_coding",100149233,"Pim proto-oncogene, serine/threonine kinase, related 104 [Source:ZFIN;Acc:ZDB-GENE-081104-111]"
"ENSDARG00000116259","ENSDARG00000116259","chia.6","protein_coding",100003900,"chitinase, acidic.6 [Source:ZFIN;Acc:ZDB-GENE-030131-1140]"
"ENSDARG00000116271","ENSDARG00000116271","BX470259.2","protein_coding",795633,"wu:fc31d10 [Source:NCBI gene;Acc:795633]"
"ENSDARG00000116283","ENSDARG00000116283","CABZ01023247.1","protein_coding",NA,"NULL"
"ENSDARG00000116284","ENSDARG00000116284","taar19l","protein_coding",NA,"trace amine associated receptor 19l [Source:ZFIN;Acc:ZDB-GENE-091116-28]"
"ENSDARG00000116290","ENSDARG00000116290","si:ch211-250e5.16","protein_coding",562807,"si:ch211-250e5.16 [Source:ZFIN;Acc:ZDB-GENE-030131-6052]"
"ENSDARG00000116298","ENSDARG00000116298","CR628395.1","protein_coding",NA,"NULL"
"ENSDARG00000116300","ENSDARG00000116300","zgc:165515","protein_coding",323052,"zgc:165515 [Source:ZFIN;Acc:ZDB-GENE-030131-1772]"
"ENSDARG00000116302","ENSDARG00000116302","CABZ01039096.1","protein_coding",NA,"NULL"
"ENSDARG00000116308","ENSDARG00000116308","CT867973.2","TR_J_gene",NA,"NULL"
"ENSDARG00000116313","ENSDARG00000116313","CABZ01053619.1","protein_coding",NA,"NULL"
"ENSDARG00000116325","ENSDARG00000116325","CU855758.3","protein_coding",NA,"NULL"
"ENSDARG00000116334","ENSDARG00000116334","tmem17","protein_coding",568092,"transmembrane protein 17 [Source:ZFIN;Acc:ZDB-GENE-070615-15]"
"ENSDARG00000116341","ENSDARG00000116341","FP103009.1","protein_coding",794838,"desumoylating isopeptidase 2-like [Source:NCBI gene;Acc:794838]"
"ENSDARG00000116344","ENSDARG00000116344","CABZ01063556.1","protein_coding",100536597,"L antigen family member 3 [Source:NCBI gene;Acc:100536597]"
"ENSDARG00000116353","ENSDARG00000116353","CABZ01071171.1","protein_coding",110351181,"low density lipoprotein receptor-related protein 4 [Source:NCBI gene;Acc:110351181]"
"ENSDARG00000116356","ENSDARG00000116356","CU607104.1","protein_coding",NA,"NULL"
"ENSDARG00000116363","ENSDARG00000116363","CU929304.1","protein_coding",NA,"NULL"
"ENSDARG00000116367","ENSDARG00000116367","si:dkey-51d8.1","protein_coding",NA,"si:dkey-51d8.1 [Source:ZFIN;Acc:ZDB-GENE-081103-14]"
"ENSDARG00000116369","ENSDARG00000116369","BX537120.3","protein_coding",NA,"NULL"
"ENSDARG00000116374","ENSDARG00000116374","chrm2b","protein_coding",555516,"cholinergic receptor, muscarinic 2b [Source:ZFIN;Acc:ZDB-GENE-090410-3]"
"ENSDARG00000116378","ENSDARG00000116378","ms4a17a.17","protein_coding",100002513,"membrane-spanning 4-domains, subfamily A, member 17A.17 [Source:ZFIN;Acc:ZDB-GENE-070424-27]"
"ENSDARG00000116385","ENSDARG00000116385","BX546453.2","protein_coding",NA,"NULL"
"ENSDARG00000116389","ENSDARG00000116389","CR450764.8","protein_coding",103908740,"E3 ubiquitin-protein ligase RBBP6-like [Source:NCBI gene;Acc:103908740]"
"ENSDARG00000116393","ENSDARG00000116393","CABZ01067581.1","protein_coding",NA,"NULL"
"ENSDARG00000116394","ENSDARG00000116394","BX548044.8","protein_coding",101882006,"aurora kinase-like [Source:NCBI gene;Acc:101882006]"
"ENSDARG00000116400","ENSDARG00000116400","CR388008.1","protein_coding",NA,"NULL"
"ENSDARG00000116402","ENSDARG00000116402","CR925755.2","protein_coding",NA,"NULL"
"ENSDARG00000116404","ENSDARG00000116404","CABZ01086574.1","protein_coding",NA,"NULL"
"ENSDARG00000116427","ENSDARG00000116427","olfcg1","protein_coding",NA,"olfactory receptor C family, g1 [Source:ZFIN;Acc:ZDB-GENE-060503-630]"
"ENSDARG00000116430","ENSDARG00000116430","si:ch73-329n5.2","protein_coding",108179106,"si:ch73-329n5.2 [Source:ZFIN;Acc:ZDB-GENE-131121-66]"
"ENSDARG00000116433","ENSDARG00000116433","LO017877.2","protein_coding",NA,"NULL"
"ENSDARG00000116438","ENSDARG00000116438","CABZ01029422.1","protein_coding",100333071,"matrix metalloproteinase-16-like [Source:NCBI gene;Acc:100333071]"
"ENSDARG00000116442","ENSDARG00000116442","TENT5A","protein_coding",100330676,"terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]"
"ENSDARG00000116445","ENSDARG00000116445","CABZ01046954.1","protein_coding",NA,"NULL"
"ENSDARG00000116455","ENSDARG00000116455","si:ch211-156l18.4","protein_coding",110440092,"si:ch211-156l18.4 [Source:ZFIN;Acc:ZDB-GENE-141219-18]"
"ENSDARG00000116457","ENSDARG00000116457","zmp:0000001088","protein_coding",560086,"zmp:0000001088 [Source:ZFIN;Acc:ZDB-GENE-140106-48]"
"ENSDARG00000116465","ENSDARG00000116465","si:ch211-139n6.11","protein_coding",100003630,"si:ch211-139n6.11 [Source:ZFIN;Acc:ZDB-GENE-091116-33]"
"ENSDARG00000116471","ENSDARG00000116471","BX276101.2","protein_coding",NA,"NULL"
"ENSDARG00000116483","ENSDARG00000116483","FP102122.1","protein_coding",NA,"NULL"
"ENSDARG00000116484","ENSDARG00000116484","BX465198.1","protein_coding",NA,"NULL"
"ENSDARG00000116487","ENSDARG00000116487","CABZ01039304.1","protein_coding",NA,"NULL"
"ENSDARG00000116491","ENSDARG00000116491","h2afvb","protein_coding",403077,"H2A histone family, member Vb [Source:ZFIN;Acc:ZDB-GENE-050506-24]"
"ENSDARG00000116493","ENSDARG00000116493","GAA (1 of many)","protein_coding",NA,"glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]"
"ENSDARG00000116497","ENSDARG00000116497","phyhip","protein_coding",100002455,"phytanoyl-CoA 2-hydroxylase interacting protein [Source:NCBI gene;Acc:100002455]"
"ENSDARG00000116500","ENSDARG00000116500","BX005361.1","protein_coding",100536005,"E3 ubiquitin-protein ligase RBBP6-like [Source:NCBI gene;Acc:100536005]"
"ENSDARG00000116503","ENSDARG00000116503","FQ378040.1","protein_coding",NA,"NULL"
"ENSDARG00000116510","ENSDARG00000116510","BX539310.1","protein_coding",110439423,"uncharacterized LOC110439423 [Source:NCBI gene;Acc:110439423]"
"ENSDARG00000116511","ENSDARG00000116511","npas4l","protein_coding",108449885,"neuronal PAS domain protein 4 like [Source:ZFIN;Acc:ZDB-GENE-070117-2515]"
"ENSDARG00000116521","ENSDARG00000116521","si:dkey-23f9.9","protein_coding",100537627,"si:dkey-23f9.9 [Source:ZFIN;Acc:ZDB-GENE-141216-41]"
"ENSDARG00000116524","ENSDARG00000116524","zgc:103700","protein_coding",103911540,"zgc:103700 [Source:ZFIN;Acc:ZDB-GENE-041010-13]"
"ENSDARG00000116526","ENSDARG00000116526","taar19j","protein_coding",108191521,"trace amine associated receptor 19j [Source:ZFIN;Acc:ZDB-GENE-091116-24]"
"ENSDARG00000116546","ENSDARG00000116546","znf987","protein_coding",NA,"zinc finger protein 987 [Source:ZFIN;Acc:ZDB-GENE-120709-57]"
